First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
USAA,FEDERAL SAVINGS BANK,24526 LARKECREST TOWN DR,KATY,TX,77493-2591,24526 LAKECREST TOWN DR,KATY,TX,77493,Release,REL,2026-04-07,RP-2026-132397,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
COMERICA,BANK,500 LA GONDA WAY STE 207,DANVILLE,CA,94526-1729,1500 CENTER ST,DEER PARK,TX,77536,Release,REL,2026-04-07,RP-2026-132396,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
REGIONS,MORTGAGE,5605 DARLING ST,HOUSTON,TX,77007-1828,5605 DARLING ST,HOUSTON,TX,77007,Release,REL,2026-04-07,RP-2026-132372,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ZEUSLENDING.COM,,5813 ENGLAND ST,HOUSTON,TX,77021-2709,5813 ENGLAND A,HOUSTON,TX,77021,Release,REL,2026-04-07,RP-2026-132336,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PRIMELENDING,,11711 LEGEND MANOR DR,HOUSTON,TX,77082-3077,11711 LEGEND MANOR DR,HOUSTON,TX,77082,Release,REL,2026-04-07,RP-2026-132290,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STELLAR,BANK,4434 MAE ST,FRIENDSWOOD,TX,77546-4326,11855 TANNER RD,HOUSTON,TX,77041,Release,REL,2026-04-07,RP-2026-132284,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TEXAS,FIRST BANK,26 NEW GREENS CT,KINGWOOD,TX,77339-5324,26 NEW GREENS CT,HUMBLE,TX,77339,Release,REL,2026-04-07,RP-2026-132280,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TEXAS,FIRST BANK,2450 LOUISIANA ST # 400 615,HOUSTON,TX,77006-2318,1215 W 19TH ST,HOUSTON,TX,77008,Release,REL,2026-04-07,RP-2026-132263,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STEPHENS,BEN,4708 MERCANTILE DR,FORT WORTH,TX,76137-3605,6630 WINDING TRACE DR,HOUSTON,TX,77086,Release,REL,2026-04-07,RP-2026-132219,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STEPHENS,BEN,10631 N SUNRISE SHORES LN,CYPRESS,TX,77433-4451,0 KZ RD,CYPRESS,TX,77433,Release,REL,2026-04-07,RP-2026-132191,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WEBER,MEHAFFY,"209 CEDAR LN,",CHANNELVIEW,TX,77530-3711,209 CEDAR LN 64,CHANNELVIEW,TX,77530,Release,REL,2026-04-07,RP-2026-132184,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
M&T,BANK,1419 TEANAWAY LN,HOUSTON,TX,77029-3213,1419 TEANAWAY LN,HOUSTON,TX,77029,Release,REL,2026-04-07,RP-2026-132136,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
COMMUNITY,RESOURCE CU,24230 LIGHTWOODS DR,HUFFMAN,TX,77336-2833,207 LOON RIVER DR,HUFFMAN,TX,77336,Release,REL,2026-04-07,RP-2026-132133,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CITY,OF HOUSTON,PO BOX 1562,HOUSTON,TX,77251-1562,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-132119,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CITY,OF HOUSTON,PO BOX 1562,HOUSTON,TX,77251-1562,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-132118,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WELLS,FARGO BANK N A,4115 RIDGEPATH RD,SPRING,TX,77388-4456,4115 RIDGE PATH RD,SPRING,TX,77388,Release,REL,2026-04-07,RP-2026-132069,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WELLS,FARGO BANK N A,8742 LUCENT BLVD STE 300,HIGHLANDS RANCH,CO,80129-2386,21827 WINDSOR CASTLE DR,SPRING,TX,77388,Release,REL,2026-04-07,RP-2026-132058,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WELLS,FARGO BANK N A,8742 LUCENT BLVD STE 300,HIGHLANDS RANCH,CO,80129-2386,21827 WINDSOR CASTLE DR,SPRING,TX,77388,Release,REL,2026-04-07,RP-2026-132055,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
AGILITY,BANK,675 BERING DR STE 640,HOUSTON,TX,77057-2129,325 W 23RD ST,HOUSTON,TX,77008,Release,REL,2026-04-07,RP-2026-132045,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STEPHENS,BEN,15818 MUESCHKE RD,CYPRESS,TX,77433-1464,15818 MUESCHKE RD,CYPRESS,TX,77433,Release,REL,2026-04-07,RP-2026-132043,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CITY,OF HOUSTON,PO BOX 1562,HOUSTON,TX,77251-1562,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-132039,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
FIDELITY,BANK N A,100 E ENGLISH ST,WICHITA,KS,67202-3706,13030 NORTHBOROUGH DR 202,HOUSTON,TX,77067,Release,REL,2026-04-07,RP-2026-132030,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CITIZENS,STATE BANK,4903 HIALEAH DR,HOUSTON,TX,77092-5630,4903 HIALEAH DR,HOUSTON,TX,77092,Release,REL,2026-04-07,RP-2026-132024,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WELLS,FARGO BANK,12927 COLONY HEATH LN,HOUSTON,TX,77085-7505,12927 COLONY HEATH LN,HOUSTON,TX,77085,Release,REL,2026-04-07,RP-2026-131989,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WELLS,FARGO BANK,500 N BROADWAY SUITE 201,JERICHO,NY,11753-2122,5102 BELLAIRE BLVD,BELLAIRE,TX,77401,Release,REL,2026-04-07,RP-2026-131982,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WELLS,FARGO BANK,384 FREEPORT ST,HOUSTON,TX,77015-2335,384 FREEPORT ST,HOUSTON,TX,77015,Release,REL,2026-04-07,RP-2026-131981,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TEXAS,WORKFORCE COMMISSION,12902 WICKERHILL FALLS CT,HUMBLE,TX,77346-3875,12902 WICKERHILL FALLS CT,HUMBLE,TX,77346,Release,REL,2026-04-07,RP-2026-131965,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TED,A COX P C,20629 EAGLE WOOD TRACE DR,PORTER,TX,77365-3193,0 ESTHER DR,HOUSTON,TX,77088,Release,REL,2026-04-07,RP-2026-131949,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SHELL,FEDERAL CREDIT UNION,16526 PEYTON STONE CIR,HOUSTON,TX,77049-1575,16526 PEYTON STONE CIR,HOUSTON,TX,77049,Release,REL,2026-04-07,RP-2026-131947,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,9210 CARLOW LN,LA PORTE,TX,77571-3904,1508 PARK DR,LA PORTE,TX,77571,Release,REL,2026-04-07,RP-2026-131942,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PNC,BANK,8619 BRONSON ST,HOUSTON,TX,77034-2840,8619 BRONSON ST,HOUSTON,TX,77034,Release,REL,2026-04-07,RP-2026-131907,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SHELL,FEDERAL CREDIT UNION,PO BOX 578,DEER PARK,TX,77536-0578,11526 SPENCER,LA PORTE,TX,77571,Release,REL,2026-04-07,RP-2026-131764,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TOWNE,MORTGAGE COMPANY,888 W BIG BEAVER RD STE 310,TROY,MI,48084-4736,3457 MAINER ST,HOUSTON,TX,77021,Release,REL,2026-04-07,RP-2026-131725,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
FUMAGALLI,ROBERT,13335 CORZATT DR,HOUSTON,TX,77065-3151,13335 CORZATT DR,HOUSTON,TX,77065,Release,REL,2026-04-07,RP-2026-131624,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BARAZI,SHAHEM,5238 PIPING ROCK LN,HOUSTON,TX,77056-4912,5238 PIPING ROCK LN,HOUSTON,TX,77056,Release,REL,2026-04-07,RP-2026-131585,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SECRETARY,OF HOUSING AND URBAN DEVELOPMENT,4719 BROWNFIELDS DR,HOUSTON,TX,77066-4713,4719 BROWNFIELDS DR,HOUSTON,TX,77066,Release,REL,2026-04-07,RP-2026-131525,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131524,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131523,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131522,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1422,HOUSTON,TX,77251-1422,8600 PARK PLACE BLVD,HOUSTON,TX,77017,Release,REL,2026-04-07,RP-2026-131521,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131520,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 37109,HOUSTON,TX,77237-7109,5506 CLARA RD,HOUSTON,TX,77041,Release,REL,2026-04-07,RP-2026-131519,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 897,DEER PARK,TX,77536-0897,0 INDEPENDENCE PKY S,LA PORTE,TX,77571,Release,REL,2026-04-07,RP-2026-131518,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131517,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131516,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131515,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,10819 GOLDEN GRAIN DR,HOUSTON,TX,77064-4407,10819 GOLDEN GRAIN DR,HOUSTON,TX,77064,Release,REL,2026-04-07,RP-2026-131514,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131513,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131512,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131511,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131510,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131509,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131508,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131507,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131506,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131505,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131504,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131503,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131502,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131501,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131500,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131499,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131498,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131497,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131496,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131495,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131494,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131493,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,7539 TOUCHSTONE ST,HOUSTON,TX,77028-1813,7539 TOUCHSTONE ST,HOUSTON,TX,77028,Release,REL,2026-04-07,RP-2026-131492,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131491,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131490,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131489,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131488,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131487,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131486,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131485,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131484,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131482,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131481,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131480,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131479,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131477,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131475,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131474,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131473,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,2822 FM 1942 RD,CROSBY,TX,77532-7705,0 EASTEX FWY,HUMBLE,TX,77396,Release,REL,2026-04-07,RP-2026-131472,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131471,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131470,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131469,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STATE,OF TEXAS,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Release,REL,2026-04-07,RP-2026-131468,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WORLD,SAVINGS BANK FSB,3806 MARQUITA LN,HOUSTON,TX,77039-5751,3806 MARQUITA LN,HOUSTON,TX,77039,Release,REL,2026-04-07,RP-2026-131355,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
GOLDEN,BANK,PO BOX 1707,BELLAIRE,TX,77402-1707,11714 LONGWOOD GARDEN WAY,HOUSTON,TX,77047,Release,REL,2026-04-07,RP-2026-131269,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,3222 PINE RUN DR,SPRING,TX,77388-2987,3222 PINE RUN DR,SPRING,TX,77388,Release,REL,2026-04-07,RP-2026-131215,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,PO BOX 353,SEABROOK,TX,77586-0353,0 STAPLES 6,SEABROOK,TX,77586,Release,REL,2026-04-07,RP-2026-131212,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,7923 S BRAESWOOD BLVD,HOUSTON,TX,77071-1322,7923 S BRAESWOOD BLVD,HOUSTON,TX,77071,Release,REL,2026-04-07,RP-2026-131208,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,2317 KNIGHT ST,HOUSTON,TX,77093-7217,2317 KNIGHT ST,HOUSTON,TX,77093,Release,REL,2026-04-07,RP-2026-131207,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,5811 W TIDWELL RD,HOUSTON,TX,77092-2217,5811 W TIDWELL RD,HOUSTON,TX,77092,Release,REL,2026-04-07,RP-2026-131203,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
INTERNAL,REVENUE SERVICE,1710 SHORE LINE DR,SEABROOK,TX,77586-4573,305 SPENCER HWY,SOUTH HOUSTON,TX,77587,Release,REL,2026-04-07,RP-2026-131202,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
VETERANS,UNITED HOME LOANS,707 RAZEE CT,CROSBY,TX,77532-4164,707 RAZEE CT,CROSBY,TX,77532,Release,REL,2026-04-07,RP-2026-131086,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SOUTHSTATE,BANK N A,827 MAGNOLIA AVE,CROSBY,TX,77532-8668,827 MAGNOLIA AVE,CROSBY,TX,77532,Release,REL,2026-04-07,RP-2026-131078,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
JPMORGAN,CHASE BANK N A,PO BOX 495,LOREAUVILLE,LA,70552-0495,20606 CAT SPRINGS CT,KATY,TX,77449,Release,REL,2026-04-07,RP-2026-131076,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
STELLAR,BANK,8000 GALVESTON RD,HOUSTON,TX,77034-3002,7970 GALVESTON RD,HOUSTON,TX,77034,Release,REL,2026-04-07,RP-2026-131067,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
JPMORGAN,CHASE BANK N A,6825 DRIFTWOOD ST,HOUSTON,TX,77021-4813,6825 DRIFTWOOD ST,HOUSTON,TX,77021,Release,REL,2026-04-07,RP-2026-131056,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
JPMORGAN,CHASE BANK N A,3126 FAIRHOPE ST,HOUSTON,TX,77025-3229,3126 FAIRHOPE ST,HOUSTON,TX,77025,Release,REL,2026-04-07,RP-2026-131046,,50,New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
