First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
MCKINLEY,HOMES TX LLC,2821 JORDENS RD STE 500,HOUSTON,TX,77084-7355,31422 GREENVILLE CREEK LN,HOCKLEY,TX,77447,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-132021,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbWvUdpLSFil/0pBH646gPE0yXhJmS4F5GLMiqR+5sR99GGT5EqwkI+gJgpWRvPdHPLtXokcPnT8KZw603OiLY7749CNnAttObbarTRXGE862C+ecLiVYf7pJmuS3Dlhzg==
HARKOR,HOMES LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-132007,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYMx/PmqWbIkbRCISst5GcRBXZEm92136ciaUBiFkudzcbpdaZ+BVqFJ7ns/nZvwVpuoJ37RpUe0T/arWyQmk8thJiw2w+Ve0DyJVM+8ddIwQf6mApA1gyc5NzHIinRVRQ==
HARKOR,HOMES LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-132006,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXi8nwVt5V/72htdV9IJIWIXwp14vmNoWko9/KWCXmm5T+fk6wdwrAl/UiMXezc0UIMkKwLvEPqIPIjJQdNawVAg7HHbx8T9CXtpCeHdl91rNW1bE0fX+CZ2R0XE73tEKg==
HARKOR,HOMES LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-132005,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcqZX+EGGnPTQJeTKwCLWIFI20KgbK8209KAz0Lc3zQeGRu+Yh6oy0XrqIkmfG89ujRtbzFVDFHlPUvsiCcVy6qd3jPeptYtsnCn6JfazwS7RV5B6q4legcTHz+ChfEo4g==
BLUE,DRAGON LTD,2505 N FRAZIER ST,CONROE,TX,77303-1586,3405 ALDINE BENDER RD,HOUSTON,TX,77032,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131961,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRPB0ZrorF6XtNVraic9PS0AcR6w+Ki+SzdUVix+NDpWTg8gvZZXeEcqnuIUATPqn93ZV9m50PSfwlq04/R5N9bW4NxGs/cDwdvGKMVxImnvlYZEB5e9ppF1tSE3O9vu6Q==
BLUE,DRAGON LTD,2505 N FRAZIER ST,CONROE,TX,77303-1586,3405 ALDINE BENDER RD,HOUSTON,TX,77032,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131960,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdWQFU4O/1C/Ae4dvrC6eK/FxmpMAYlXy+dgNzobOfA8fHe5sngQ78W+IjTLcJEfAjZwIYlXybQcubjYrz1lQdLEA7vJwJDZuQ/aeboZQPXjs0Ldlvaw2+cFE7jZeb/prw==
GLOBAL,SOUTH LLC,2505 N FRAZIER ST,CONROE,TX,77303-1586,0 ALDINE BENDER RD,HOUSTON,TX,77032,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131953,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZHN32tnYzTe8impZdwmcpD63Btf5KLSIWuCsn4H24uv3cCKXQ3YEJ+Loxz7X0ScGcdDfX73aCWLwoKkaQtJc3WudcfcBE241b8n5YauNBRDxUpXfk65M1qC8jol/ObTEg==
GLOBAL,SOUTH LLC,2505 N FRAZIER ST,CONROE,TX,77303-1586,0 ALDINE BENDER RD,HOUSTON,TX,77032,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131952,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTZioUy3AQgsrVVmNzXluv3gSG40YLYL7riDIpu4M9BbF3f0dBD8xCgI6RPe8Ao6VvkZEGv52QrEosH2Rwa91y9kWgJeX7bJYH1o4gt4YSluixLgd5ITCm576Pl9Rri7HA==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131895,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaKIy0vWCE/wMFzuBWnrZLBS725HvLZUh1k5SFZvPGLTOUCCnXJUhu1OrT8D7PrjbLydGuhOD2dXfjDFPVb7axjpeoUvAYT3kUglk7xpN0//uwcsuYf62SdjVoe8eXG3gg==
RIVERWAY,BUILDERS LLC,1027 YALE ST,HOUSTON,TX,77008-6989,5226 CORNISH ST,HOUSTON,TX,77007,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131891,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfhCeRdKWBOMwALqd2GopkYBfg646IsCwFYduMekzJl6U+TNkGjnK0Yc8ZmLnumYHTuE+CN2L58CwsmKClaKQW1B5rhQB/9lLGJl16kgb7etRqYscIVB93B7D5vkBeGN1g==
REMINGTON,RANCH COMMUNITY ASSOCIATION INC,PO BOX 219320,HOUSTON,TX,77218-9320,0 THORNBURY DR,HOUSTON,TX,77073,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131822,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaS/uC1LuvNAGrkPMzP6nRqIXMv4GYi4ZyW4TAJxFy5HnG0VUNQ/9eMkm0qzTejqQhZQki9hP9SB1pRvydrXKwpZ5p/z3cvzNrSrk0OhdRJujbneKsBQHKU6PEAi/CpudQ==
HEIGHTS,COLONIAL LP,1314 ROY ST,HOUSTON,TX,77007-3343,0 COLONIAL PKY,KATY,TX,77493,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131557,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa+t9fZDZyrQ3RSQr69fmhhB0FCHBKZ+QLnYF4oyfs1q7lty9y7PE81gcN0e/JwDAF/tDJEDzgET8m25FtZ+6HoQaVkRyNyBSDdZPm/u6LpONcq1IOgsvmxyDec91zIL+A==
DRB,GROUP TEXAS LLC,3815 S CAPITAL OF TEXAS HWY STE 275,AUSTIN,TX,78704-6652,21723 PRAIRIE SUMAC DR,WALLER,TX,77484,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131547,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfAuVxlLScxSnA5HtmGAFmkULbs1nlAaFaf7XRAVHzypX56/t1m6e6WHRblwyuzDs1amMCiJ4daX2fq1+RA13HGfoisNjZXafhoJFzFSEZIDmh3aTlsB/898ib/Uma+vQw==
JJE3,LLC,13018 POYDRAS CT,CYPRESS,TX,77429-6889,12911 TALL SPRUCE DR,CYPRESS,TX,77429,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131466,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU8snfjQQG8j0cRDix+9bf4CzR6ZXRlUWoCOEOqPSFdVxxxe1Whqai4wdJ/lxfku/mPrrjdl+uR05fBCA6gZWl06UlJyp2nZv+9k9IBNCkTVeyz9zEvOeg0gyF4kI7uupQ==
TIMBERWILDE,MHC COMMUNITY LLC,32927 STATE HWY 249,PINEHURST,TX,77362-3843,24622 PERRY LN 397,SPRING,TX,77389,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131454,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWtzJu0NAjaTmybEZQ0Ag982k06kFSufYP7bMPr2migEtqi+ap2k2jEuTa4aVOP3WnQnHMgzOcCHG3aXzEGNgXWpFp1ywEjN9VW+yXprS+1KsRQS8flFndnpc8LY7rjT9g==
TIMBERWILDE,MHC COMMUNITY LLC,32927 STATE HWY 249,PINEHURST,TX,77362-3843,24622 PERRY LN 397,SPRING,TX,77389,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131452,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVicko4707km9zHE5D/yqevXaIttKdTQo4JGDCZevv1/SEoqsjU0zfWCik2PVxE78e76uVvwghuCfUr7Lpq4wjykOz64+5Vl7qj+YXU1ABLsBRHAUssDzP62136laCfi1Q==
MEADOW,EDGE LANE LLC,2901 W SAM HOUSTON PKWY N STE E320,HOUSTON,TX,77043-1642,1802 MEADOW EDGE LN,SPRING,TX,77388,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131252,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbwdr22SwgTAlS96Qhs8m2wq9LOP9CvdHG3L2evksX2htGa+gngRqa7USg577oBn4xqJJ7u79vuGz0ALOWdMnrN343h3n1929Og+DumnXoY8OdszrFNbkDDJbpdqEdLNZA==
LGI,HOMES - TEXAS LLC,1450 LAKE ROBBINS DR STE 430,SPRING,TX,77380-3294,10810 PEARWOOD RIDGE DR,HUMBLE,TX,77396,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131189,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVb3qTNNydGFro9cVaGfq4OLyND+pY2F8aZuHGICdd5ZWUJ37PUW88EXa0ae48cD/jEXjoJf1/1GbA3lMuMQ1PZ97XCO9N6dmEpEUeVvKq4KPkjeA4Cn6E5/ynroF/wF8pQ==
GULF,COAST GP INC,788 W SAM HOUSTON PKWY N STE 206,HOUSTON,TX,77024-3977,0 W BAY AREA BLVD,WEBSTER,TX,77598,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131172,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWmv92NbBW+OlZ3lzQDh7BCC96REfy5sA2dbOZMNfhuX3s3j+/hQdY3L9uIlzkbTXOLsPP4WEneRSHEf7zQV9m32NVL70wA7pSsoHhN1I/J9x5PSa7yJYJBxyIJ5ncjSBg==
LGI,HOMES - TEXAS LLC,1450 LAKE ROBBINS DR STE 430,SPRING,TX,77380-3294,10810 PEARWOOD RIDGE DR,HUMBLE,TX,77396,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131084,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVR6GwpjFVKLuU5aIdXKePodbHOqlLKCdue8hn5t/yw+DBMpVsW8ec0VNcxBF66+hQxTRhGHfs+vGQoKQMjQ6Awg1kUbIdvrr7hZ+S8/ZTH0gzzsnSQoIIKb9Iz7UDiILkg==
TRANSCENDENCE,360 LLC,1707 1/ 2 POST OAK BLVD STE 226,HOUSTON,TX,77056-,4817 SUNFLOWER ST,HOUSTON,TX,77033,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131007,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYz4/uWoVpKtuO0/39Y2NEv3GQAKUd3yqWCulsexTkTKoBM5VIf3fRohOOzyLa2Na1wcYvQ/zPOSERGT42gRte/ZVCqBbccyrNWgPYnt3s/L2wBTzidrwCY0779QYqUOjQ==
ONYX,LAND PARTNERS LLC,6807 WYNWOOD LN,HOUSTON,TX,77008-5023,527 W 27TH ST,HOUSTON,TX,77008,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-131003,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVe38GlYM6FcR3l/sqIV7UaWPcnMc9CwbqmAih42tF+63AQfbIqbp64Y7vJd2cOujpTTStD1zCtCdCtOE4ggUzbVnetnp006kbMAqRQWJUS6KlzGxif9fLLKIKLNxL6l7Jg==
SWEETGRASS,DEVELOPMENT LLC,1215 GESSNER RD,HOUSTON,TX,77055-6013,0 EAGLETON LN,CROSBY,TX,77532,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130986,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc3cNJyhi5mObwRJah2yaMUCFsG5XTIW3s0W4mPhKR933c2THsmFHPGLTmfvwJQAd4rcFZ4/P6Xb81cSDDk+1CqCC4ThG5DEQRs4PW0PVtJXWJrjU0DxeiW/gm3WlG6n9Q==
WINDROSE,COMMUNITY ASSOCIATION INC,PO BOX 681007,HOUSTON,TX,77268-1007,0 PINELAKE CROSSING DR,SPRING,TX,77379,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130842,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc7b190f3sswumJOSZ98xlxI6CUi+LAXZ94FVR22xQYHvk/ggVi+zraWczOwETOA9yMf/6bHXt/z/F9z5ynqajA63NEjACwpS6UkfiXfqeFmJTMInCy0GfKsM6NqbSkj9g==
ENCLAVE,AT BRIARGREEN OWNERS ASSOCIATION INC,323 AARON CIR,DURHAM,NC,27713-3200,2754 WINDY THICKET LN,HOUSTON,TX,77082,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130624,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVb5u1EStbsqIiMxTnfCwgjzkFUdnT/wH6QuVrrW2ulSJiH43thmsk5C/ZSGemRLpBwwm7IUkM3NdU/X9ktjQ7EJzY1lubBHeRIpkIXLciOxFWs7rXVq2DXP2a4VgXQFYA==
PARK,LAKES PROPERTY OWNERS ASSOCIATION INC,9450 PINECROFT DR STE 9094,SPRING,TX,77380-3220,0 PARK LAKES CANYON TRACE,HUMBLE,TX,77396,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130591,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVPuV5HVt6jG9E4vsVDCDtlCGxNTKyl1QBOQn5QwLHw0EJW9bUFmBHzbWC6NZXCQXE/Uxm7+9l4A26uFzIbGji6pVCRXmIPXmBoruXrawZG7PWi/qHyxcbwHPk/O0XxvaA==
GLORY,CRAFTS LLC,47 WATERFORD POINTE CIR,SUGAR LAND,TX,77479-5663,12507 WHITTINGTON DR,HOUSTON,TX,77077,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130461,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRv77GpQEh9TeGVgoahz5AJUPfsd9YPFaLIjMuiToeoKtbXtaM8mF9D1l8zkHMmsWsdHMZnyUebjueuW2kmWZLtM0zbO8+NxLOwMxLNHNULuczS2n0sN8bAAWOKbXCOmMw==
MERITAGE,HOMES OF TEXAS LLC,3250 BRIARPARK DR STE 100,HOUSTON,TX,77042-4239,2920 COUNTRY CLB,PEARLAND,TX,77089,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130235,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVS/9mkVceeMWjmVRuIi9OfiMndJLp4KCeKOqrU9nsCP+Y44KMmlFHFfD7ghYEKHD86bbBs5piR2JyzS0nL+mJsyXBWlMJe6gJS72/4BX06G9wNUZ1mVWOa3jrXBCttlamw==
HIGHLAND,HOMES - HOUSTON LLC,10603 W SAM HOUSTON PKWY N STE 300,HOUSTON,TX,77064-4660,22403 RED FLOWER DR,CYPRESS,TX,77433,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130187,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSD9/amr9SkWxtB9x/wd40REHTYK3mKnbieizxaqTArbr9dEZ8rdlibpT8c8ZlEA1jz0epwxiI9B7Bo3PC9b6sAzw8rq12xgvoI8kHS039hgQ4zCWQKRRW8TD834/sF2rQ==
NS,RETAIL HOLDINGS LLC,2021 MCKINNEY AVE STE 1150,DALLAS,TX,75201-7632,6335 SPENCER HWY,PASADENA,TX,77505,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130034,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUGFFKpaQWaLUsHF1yp9iHh/lOvB3/1T1lpxtU8pH1fkHG4T5oYnK6h+n9ipmbZ9TgtNqdWZLo15DADQo6x8Yac36n3S5+lL2IMaNtaBxNB1ptla+g531+zrtNytm3vaXg==
FLOVEL,OAKS LLC,10202 HUTTON PARK DR,KATY,TX,77494-5902,1913 HOSKINS DR L,HOUSTON,TX,77080,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130013,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUWYrsMfPJOuCGbOASrgQ4kaUUYNlK5YPB1z7xpvegUCHbzyIqOOs0wamI2dRxOlgJe/Ly95gcQMdZH1GoucK1WPdKgOgXG7wmSRJMNeFMpQ4KqzU2oAFPKy9flX1BNxeA==
FLOVEL,OAKS LLC,10202 HUTTON PARK DR,KATY,TX,77494-5902,1913 HOSKINS DR L,HOUSTON,TX,77080,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-130009,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZApSJG2JiPFTzlEJ8cqrg1ObIb+cDtLt8AhzQP5iR97Gl2NAtFqIChilXcNCAmYyBligRvieB7F1//FvPKO+CsiMFMffCOtvYojBiqReyoAQ2gpBDkbDw4zbJGssCVllA==
SUNSET,RIDGE HOMEOWNERS ASSOCIATION INC,11000 CORPORATE CENTRE DR STE 150,HOUSTON,TX,77041-5179,0 ALMOND GRV,HUMBLE,TX,77396,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-07,RP-2026-129967,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSolMLR8fptNJDAv8oaoIVfy8hUcqNYeUhJc60HEa29nZ5NWosM8Bl9/QUs+OvEv0Ht7awcQX26Vd1HukTUTyUhJ0L04mvFUI2dfmaFJYn5waOZEzPx6PJpNmVqlPnb+XA==
JMD,ENTERPRISES LLC,1336 SUE BARNETT DR,HOUSTON,TX,77018-4424,915 W 42ND ST,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129883,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfUXbujXLH+Xqaz6klQpKhtoZEudoue+5ME8Rk6uHe3Zptj4QumjRKESE/VzVc3f0KuxVUTYcqn2gexKOGjKFTLGbRG21kVk4e7KTvJ8rInoimtbqYhh3RpBrkyAuvwZdA==
TAYLOR,MORRISON OF TEXAS INC,3250 BRIARPARK DR STE 300,HOUSTON,TX,77042-4461,0 TUCKERTON RD,HOUSTON,TX,77095,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129875,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYkQJqrf87wpTqB07VndMa34pi4mGnFktx72UFqjQE6jQw/7LQe3uYC+6e+JaOgUT0sFmxJDwlwajRRmAOd29B4grkaWPvTlHPLIhpMYDFa6uSS2bUxf2k699FVUmmMj7A==
ESTATE,POINTS LLC,5809 BAYBERRY WAY,SUGAR LAND,TX,77479-4124,954 ELKHART ST,HOUSTON,TX,77091,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129860,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVT4/YZ2j+1evznH58smI5nJNKd4RxhhsT6Kvn14SKUyYs/R2JQ7uTozIU5e4XjiDIC6Qy5kYVIIZbBi3A8LKBq0elZ6AFZXxNgQsye/o6QZGcLtczkW8KvcalmVrtjrk2A==
SRP,SUB LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255-7807,526 BAYWOOD ST,SHOREACRES,TX,77571,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129850,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTcAPRwrjrAeeGr9QLPkO6kujfh5ku+NjZYjpTuGDxIxxb6XTwciW8oDVIPYdqvcyDWMRLxeqLPh9cX5JyJ8+zrNDM5QzkRd26Q8jB81ReORYnt3or9TIFbJW/wvPyAT6Q==
SRP,SUB LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255-7807,526 BAYWOOD ST,SHOREACRES,TX,77571,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129849,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQSykM4yXqcm3li9jh5bfRwqQ9kxqHWfwUVZMpIvMOHXAu7rAMkQFhc6f+uk3IA3s1SXe8vreDOC3ptzeCylTIOetVKVts84G5QMuJkMjO+0Jss9BlulFjeUR74vda46bg==
TRUSTMARK,NATIONAL BANK,945 BUNKER HILL RD STE 200,HOUSTON,TX,77024-1362,10711 LOUETTA RD,HOUSTON,TX,77070,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129815,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUKX+w+hp0xbSkepfeSi7RoTd8TgKyay4gkFktOsKc9YDsX0zt1SK+z09/zIoT3F/ao8MFWzxIKeyGBP7Mt9Q7bNEV3qIcQ0UTZ4gBIX30M46p1qWWV8XQWtFjr8nDddsQ==
PRGIF,3480 W11TH LLC,3737 BUFFALO SPEEDWAY STE 1100,HOUSTON,TX,77098-3740,3484 W 11TH ST,HOUSTON,TX,77008,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129717,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVerKBqB+pytbXmhkwrNjPj7oQuPl9+uk1Z6XGPSSrLBKD9wAW9TxzlSuX8V2vRsRjLWpsShSTLNfwWNJFzYgEXgWz2szIq73SVs6OFsM+oQnWKyvK7wC20Su4AuG/a8CWw==
WINDROW,HOMEOWNERS ASSOCIATION INC,PO BOX 219320,HOUSTON,TX,77218-9320,0 WINDROW FARM DR,HOCKLEY,TX,77447,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129570,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSiO+M6i1q1XQPuT56matM+dg0aLEZ2h4q6C+XNsNY5Jj48Xqeq6hGC2f7x2UWcehmJXEOVbk8qEypF5B1TSclFJljrp0gs9Aj4nBbUJCCKNZ+W6ZaxLmULUHm+6ieSjEw==
TAYLOR,MORRISON OF TEXAS INC,3250 BRIARPARK DR STE 300,HOUSTON,TX,77042-4461,0 TUCKERTON RD,HOUSTON,TX,77095,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-06,RP-2026-129521,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYXomDziHqEN/vYpwVvGuGXS8Awyi8vEfp08zxviMQjUCkw1i/xplBjJnpEd+JKU9FbxhixkZTfTuES8QRV2P22isVmzJv5VjaBZp3RWRGHTquZjxWgqz+r5IvgUxSUeEA==
